	ref_run	Ref_for_bioinformatic	ref_mycea	year	region	terroir	city	parcel	practice	lat	long	cultural_practice	rank	inter_rank	soil_practice	irrigation	compartment	spores_rep1	spores_rep2	spores_rep3	spores_rep1_viable	spores_rep2_viable	spores_rep3_viable	Coarse_sand	Fine_sand	Total_sand	Coarse_silt	Fine_silt	Total_filt	Total_clay	Total_lime	ph	C	SOM	N	C_N	Cu	P2O5	CaO	MgO	K20	Na20	CEC	Myc_freq1	Myc_intensity_root1	Myc_intensity_colonization1	Arbuscul_richness1	Arbuscul_abundance_root1	Vesicle_richness1	Vesicle_abundance_root1	Myc_freq2	Myc_intensity_root2	Myc_intensity_colonization2	Arbuscul_richness2	Arbuscul_abundance_root2	Vesicle_richness2	Vesicle_abundance_root2	Myc_freq3	Myc_intensity_root3	Myc_intensity_colonization3	Arbuscul_richness3	Arbuscul_abundance_root3	Vesicle_richness3	Vesicle_abundance_root3
VMA4	20LIB06	VMA4	VMA4	2020	Champagne	Vallee de la Marne	Mardeuil	Organic grassed	Organic	3.937261	49.050847	Organic grassed	Grassing	Scratching	Grassing	FALSE	Roots							123	113	236	208	239	447	317	316	8	36.4	62.608	2.68	13.5820895522388	23.2	492		411.463	915.153	11.78	17.2	100	31.94	31.94	83.86	26.78	37.18	11.88	100	49.38	49.38	81.71	40.34	39.56	19.53	100	46.88	46.88	86	40.31	38.8	18.19
VMB1	20LIB06	VMB1	VMB1	2020	Champagne	Vallee de la Marne	Vincelles	Conventional	Conventional	3.931795	49.077467	Conventional	Herbicide	Scratching	Herbicide	FALSE	Mycelium							114	298	412	125	185	310	278	237	8.1	19	32.68	1.57	12.1019108280255	77.1	413		285.5255	397.995	13.95	13.8	87.5	6.5	7.43	37.02	2.41	9.62	0.63	93.75	15.13	16.13	72.46	10.95	16.53	2.5	87.5	8.06	9.21	92.02	7.42	47.83	3.86
VMB3	20LIB06	VMB3	VMB3	2020	Champagne	Vallee de la Marne	Mardeuil	Organic weeded	Organic	3.909936	49.050076	Organic weeded	Scratching	Scratching	Scratching	FALSE	Mycelium							111	90	201	264	182	446	353	142	7.7	34.7	59.684	2.74	12.6642335766423	164	920		656.487	1250.505	13.02	24.8	100	36.25	36.25	75.1724137931034	27.25	25.68	9.31	100	52.5	52.5	82.3809523809524	43.25	27.67	14.53	100	28.13	28.13	91.22	25.66	38.11	10.72
VR10	20LIB06	VR10	VR10	2020	Bordelais	Rian	Rian	Conversion	Conversion	-0.335803	44.663852	Conversion	Scratching	Grassing	Grassing	FALSE	Spores	4691.112	3997.356	4360.752				256	116	372	116	138	254	374	30	8	14.8	25.456	1.48	10	43.6	151		248.248	615.597	21.7	17.5	81.25	8.5	10.46	74.71	6.35	23.53	2	87.5	7	8	76.07	5.33	30.8	2.16	81.25	6.69	8.23	83.64	5.59	61.68	4.13
VR18	20LIB06	VR18	VR18	2020	Bordelais	Rian	Rian	Organic grassed	Organic	-0.337082	44.667795	Organic grassed	Scratching	Grassing	Grassing	FALSE	Spores	3194.016	3845.856	3324.384				324	164	488	233	155	388	124	0	5.8	15.5	26.66	1.4	11.0714285714286	68.4	165	1275.178	238.7775	215.718	19.53	7.1	93.75	7.56	8.07	83.14	6.29	16.94	1.28	93.75	10.44	11.13	73.71	7.69	38.62	4.03	87.5	8.56	9.79	91.39	7.83	47.08	4.03
VR2	20LIB06	VR2	VR2	2020	Bordelais	Rian	Rian	Conventional Terra Vitis	Conventional	-0.333922	44.664188	Organic grassed	Scratching	Grassing	Grassing	FALSE	Spores	3415.32	3995.28	3576.42				345	132	477	121	149	270	253	60	7.9	12.8	22.016	1.12	11.4285714285714	28.2	86		243.6135	286.839	19.22	12.1	81.25	6.44	7.92	67.57	4.35	19.42	1.25	87.5	5.19	5.93	69.88	3.63	20.48	1.06	93.75	7.06	7.53	79.03	5.58	28.41	2.01
VRA1	20LIB06	VRA1	VRA1	2020	Bordelais	Rian	Rian	Conventional Terra Vitis	Conventional	-0.333922	44.664188	Organic grassed	Scratching	Grassing	Grassing	FALSE	Roots							345	132	477	121	149	270	253	60	7.9	12.8	22.016	1.12	11.4285714285714	28.2	86		243.6135	286.839	19.22	12.1	81.25	6.44	7.92	67.57	4.35	19.42	1.25	87.5	5.19	5.93	69.88	3.63	20.48	1.06	93.75	7.06	7.53	79.03	5.58	28.41	2.01
VRA2	20LIB06	VRA2	VRA2	2020	Bordelais	Rian	Rian	Conversion	Conversion	-0.335803	44.663852	Conversion	Scratching	Grassing	Grassing	FALSE	Roots							256	116	372	116	138	254	374	30	8	14.8	25.456	1.48	10	43.6	151		248.248	615.597	21.7	17.5	81.25	8.5	10.46	74.71	6.35	23.53	2	87.5	7	8	76.07	5.33	30.8	2.16	81.25	6.69	8.23	83.64	5.59	61.68	4.13
VRA3	20LIB06	VRA3	VRA3	2020	Bordelais	Rian	Rian	Organic grassed	Organic	-0.337082	44.667795	Organic grassed	Scratching	Grassing	Grassing	FALSE	Roots							324	164	488	233	155	388	124	0	5.8	15.5	26.66	1.4	11.0714285714286	68.4	165	1275.178	238.7775	215.718	19.53	7.1	93.75	7.56	8.07	83.14	6.29	16.94	1.28	93.75	10.44	11.13	73.71	7.69	38.62	4.03	87.5	8.56	9.79	91.39	7.83	47.08	4.03
VRB1	20LIB06	VRB1	VRB1	2020	Bordelais	Rian	Rian	Conventional Terra Vitis	Conventional	-0.333922	44.664188	Organic grassed	Scratching	Grassing	Grassing	FALSE	Mycelium							345	132	477	121	149	270	253	60	7.9	12.8	22.016	1.12	11.4285714285714	28.2	86		243.6135	286.839	19.22	12.1	81.25	6.44	7.92	67.57	4.35	19.42	1.25	87.5	5.19	5.93	69.88	3.63	20.48	1.06	93.75	7.06	7.53	79.03	5.58	28.41	2.01
VRB2	20LIB06	VRB2	VRB2	2020	Bordelais	Rian	Rian	Conversion	Conversion	-0.335803	44.663852	Conversion	Scratching	Grassing	Grassing	FALSE	Mycelium							256	116	372	116	138	254	374	30	8	14.8	25.456	1.48	10	43.6	151		248.248	615.597	21.7	17.5	81.25	8.5	10.46	74.71	6.35	23.53	2	87.5	7	8	76.07	5.33	30.8	2.16	81.25	6.69	8.23	83.64	5.59	61.68	4.13
VRB3	20LIB06	VRB3	VRB3	2020	Bordelais	Rian	Rian	Organic grassed	Organic	-0.337082	44.667795	Organic grassed	Scratching	Grassing	Grassing	FALSE	Mycelium							324	164	488	233	155	388	124	0	5.8	15.5	26.66	1.4	11.0714285714286	68.4	165	1275.178	238.7775	215.718	19.53	7.1	93.75	7.56	8.07	83.14	6.29	16.94	1.28	93.75	10.44	11.13	73.71	7.69	38.62	4.03	87.5	8.56	9.79	91.39	7.83	47.08	4.03
VS10	20LIB06	VS10	VS10	2020	Camargue	Montcalm	Montcalm	Conversion	Conversion	4.331302	43.573055	Conversion	Scratching	Scratching	Scratching	FALSE	Spores	1199.484	1414.776	1107.216				525	402	927	13	22	35	38	195	8.6	4.5	7.74	0.51	8.82352941176471	41.8	258		97.7275	153.546	7.75	2.1	100	5.56	5.56	51.35	2.86	5.62	0.31	100	5.56	5.56	65.73	3.66	4.49	0.25	100	6.06	6.06	57.94	3.51	5.15	0.31
VS18	20LIB06	VS18	VS18	2020	Camargue	Aiguesmortes	Aiguesmortes	Conventional	Conventional	4.234737	43.586092	Conventional	Scratching	Scratching	Scratching	FALSE	Spores	834.948	1113.264	1051.416				536	419	955	10	11	21	24	150	8.4	5	8.6	0.59	8.47457627118644	69.3	356		83.421	96.555	6.51	2.2	100	16.69	16.69	53.98	8.98	7.14	1.19	100	14.81	14.81	95.02	14.08	41.98	6.22	100	10.5	10.5	75.36	7.91	23.87	2.51
VS2	20LIB06	VS2	VS2	2020	Camargue	Montcalm	Montcalm	Conventional	Conventional	4.320967	43.584075	Conventional	Scratching	Scratching	Scratching	FALSE	Spores	1254.6	1530	1407.6				618	271	889	5	50	55	56	180	8.6	7	12.04	0.74	9.45945945945946	56.7	359		156.5655	163.437	11.16	2.6	93.75	3.94	4.2	75.71	2.98	4.76	0.19	93.75	7.56	8.07	38.93	2.94	3.72	0.28	93.75	3.19	3.4	62.35	1.99	1.96	0.06
VS26	20LIB06	VS26	VS26	2020	Camargue	Aiguesmortes	Aiguesmortes	Conversion	Conversion	4.214626	43.555538	Conversion	Scratching	Scratching	Scratching	FALSE	Spores	1808.94	1502.34	1410.36				546	401	947	13	15	28	25	210	8.4	5.8	9.976	0.52	11.1538461538462	72.9	301		85.2345	93.729	15.81	2.1	100	8.94	8.94	57.13	5.11	22.03	1.97	93.75	10.19	10.87	89.08	9.08	19.02	1.94	93.75	8.13	8.67	9.15	7.33	23.85	1.94
VSA2	20LIB06	VSA2	VSA2	2020	Camargue	Montcalm	Montcalm	Conversion	Conversion	4.331302	43.573055	Conversion	Scratching	Scratching	Scratching	FALSE	Roots							525	402	927	13	22	35	38	195	8.6	4.5	7.74	0.51	8.82352941176471	41.8	258		97.7275	153.546	7.75	2.1	100	5.56	5.56	51.35	2.86	5.62	0.31	100	5.56	5.56	65.73	3.66	4.49	0.25	100	6.06	6.06	57.94	3.51	5.15	0.31
VSA3	20LIB06	VSA3	VSA3	2020	Camargue	Aiguesmortes	Aiguesmortes	Conventional	Conventional	4.234737	43.586092	Conventional	Scratching	Scratching	Scratching	FALSE	Roots							536	419	955	10	11	21	24	150	8.4	5	8.6	0.59	8.47457627118644	69.3	356		83.421	96.555	6.51	2.2	100	16.69	16.69	53.98	8.98	7.14	1.19	100	14.81	14.81	95.02	14.08	41.98	6.22	100	10.5	10.5	75.36	7.91	23.87	2.51
VSA4	20LIB06	VSA4	VSA4	2020	Camargue	Aiguesmortes	Aiguesmortes	Conversion	Conversion	4.214626	43.555538	Conversion	Scratching	Scratching	Scratching	FALSE	Roots							546	401	947	13	15	28	25	210	8.4	5.8	9.976	0.52	11.1538461538462	72.9	301		85.2345	93.729	15.81	2.1	100	8.94	8.94	57.13	5.11	22.03	1.97	93.75	10.19	10.87	89.08	9.08	19.02	1.94	93.75	8.13	8.67	9.15	7.33	23.85	1.94
VSB1	20LIB06	VSB1	VSB1	2020	Camargue	Montcalm	Montcalm	Conventional	Conventional	4.320967	43.584075	Conventional	Scratching	Scratching	Scratching	FALSE	Mycelium							618	271	889	5	50	55	56	180	8.6	7	12.04	0.74	9.45945945945946	56.7	359		156.5655	163.437	11.16	2.6	93.75	3.94	4.2	75.71	2.98	4.76	0.19	93.75	7.56	8.07	38.93	2.94	3.72	0.28	93.75	3.19	3.4	62.35	1.99	1.96	0.06
VSB2	20LIB06	VSB2	VSB2	2020	Camargue	Montcalm	Montcalm	Conversion	Conversion	4.331302	43.573055	Conversion	Scratching	Scratching	Scratching	FALSE	Mycelium							525	402	927	13	22	35	38	195	8.6	4.5	7.74	0.51	8.82352941176471	41.8	258		97.7275	153.546	7.75	2.1	100	5.56	5.56	51.35	2.86	5.62	0.31	100	5.56	5.56	65.73	3.66	4.49	0.25	100	6.06	6.06	57.94	3.51	5.15	0.31
VSB3	20LIB06	VSB3	VSB3	2020	Camargue	Aiguesmortes	Aiguesmortes	Conventional	Conventional	4.234737	43.586092	Conventional	Scratching	Scratching	Scratching	FALSE	Mycelium							536	419	955	10	11	21	24	150	8.4	5	8.6	0.59	8.47457627118644	69.3	356		83.421	96.555	6.51	2.2	100	16.69	16.69	53.98	8.98	7.14	1.19	100	14.81	14.81	95.02	14.08	41.98	6.22	100	10.5	10.5	75.36	7.91	23.87	2.51
VSB4	20LIB06	VSB4	VSB4	2020	Camargue	Aiguesmortes	Aiguesmortes	Conversion	Conversion	4.214626	43.555538	Conversion	Scratching	Scratching	Scratching	FALSE	Mycelium							546	401	947	13	15	28	25	210	8.4	5.8	9.976	0.52	11.1538461538462	72.9	301		85.2345	93.729	15.81	2.1	100	8.94	8.94	57.13	5.11	22.03	1.97	93.75	10.19	10.87	89.08	9.08	19.02	1.94	93.75	8.13	8.67	9.15	7.33	23.85	1.94
VT10	20LIB06	VT10	VT10	2020	Rhône	Tain	Tain	Conversion	Conversion	4.879991	45.055002	Conversion	Scratching	Scratching	Scratching	FALSE	Spores	5137.368	5632.536	4673.148				478	190	668	77	117	194	138	30	7.1	12.2	20.984	1.07	11.4018691588785	69.6	203		143.065	259.992	13.33	7.6	100	7.13	7.13	64.3	4.58	21.05	1.5	93.75	5.25	5.6	63.33	3.33	43.45	2.28	100	14.81	14.81	88.86	13.16	48.52	7.19
VT18	20LIB06	VT18	VT18	2020	Rhône	Tain	Tain	Organic weeded	Organic	4.883459	45.058868	Organic weeded	Scratching	Scratching	Scratching	FALSE	Spores	8271.648	7300.356	7582.344				563	141	704	94	118	212	84	0	6.5	9.9	17.028	0.84	11.7857142857143	36.7	135	1106.859	136.214	321.222	4.65	5.7	81.25	11.44	12.92	88.83	5.72	8.25	0.53	93.75	9.31	10.8	90.6	6.63	39.32	2.88	87.5	11.25	13.29	61.72	4.48	17.67	1.28
VT2	20LIB06	VT2	VT2	2020	Rhône	Tain	Tain	Conventional	Conventional	4.893593	45.058994	Conventional	Herbicide	Grassing	Herbicide	FALSE	Spores	4044.696	3566.976	3375.888				347	90	437	97	212	309	254	30	7.8	8.8	15.136	1.07	8.22429906542056	16	128		215.605	260.463	7.44	10.1	93.75	5.25	5.6	82.26	4.32	8.33	0.44	87.5	4.94	5.64	52.15	2.58	8.23	0.41	100	14.13	14.13	63.32	8.94	42.7	6.03
VT26	20LIB06	VT26	VT26	2020	Rhône	Tain	Tain	Organic grassed	Organic	4.883879	45.060824	Organic grassed	Scratching	Grassing	Grassing	FALSE	Spores	8092.944	8500.728	8218.416				543	120	663	85	148	233	104	0	6.9	12.8	22.016	1.37	9.34306569343066	72.3	218	2142.906	207.142	327.345	4.96	8.2	100	9.44	9.44	81.46	7.46	26.82	2.53	100	16.88	16.88	84.81	14.31	21.11	3.56	100	20.69	20.69	95.47	19.75	50	9.47
VTA1	20LIB06	VTA1	VTA1	2020	Rhône	Tain	Tain	Conventional	Conventional	4.893593	45.058994	Conventional	Herbicide	Grassing	Herbicide	FALSE	Roots							347	90	437	97	212	309	254	30	7.8	8.8	15.136	1.07	8.22429906542056	16	128		215.605	260.463	7.44	10.1	93.75	5.25	5.6	82.26	4.32	8.33	0.44	87.5	4.94	5.64	52.15	2.58	8.23	0.41	100	14.13	14.13	63.32	8.94	42.7	6.03
VTA2	20LIB06	VTA2	VTA2	2020	Rhône	Tain	Tain	Conversion	Conversion	4.879991	45.055002	Conversion	Scratching	Scratching	Scratching	FALSE	Roots							478	190	668	77	117	194	138	30	7.1	12.2	20.984	1.07	11.4018691588785	69.6	203		143.065	259.992	13.33	7.6	100	7.13	7.13	64.3	4.58	21.05	1.5	93.75	5.25	5.6	63.33	3.33	43.45	2.28	100	14.81	14.81	88.86	13.16	48.52	7.19
VTA3	20LIB06	VTA3	VTA3	2020	Rhône	Tain	Tain	Organic weeded	Organic	4.883459	45.058868	Organic weeded	Scratching	Scratching	Scratching	FALSE	Roots							563	141	704	94	118	212	84	0	6.5	9.9	17.028	0.84	11.7857142857143	36.7	135	1106.859	136.214	321.222	4.65	5.7	81.25	11.44	12.92	88.83	5.72	8.25	0.53	93.75	9.31	10.8	90.6	6.63	39.32	2.88	87.5	11.25	13.29	61.72	4.48	17.67	1.28
VTA4	20LIB06	VTA4	VTA4	2020	Rhône	Tain	Tain	Organic grassed	Organic	4.883879	45.060824	Organic grassed	Scratching	Grassing	Grassing	FALSE	Roots							543	120	663	85	148	233	104	0	6.9	12.8	22.016	1.37	9.34306569343066	72.3	218	2142.906	207.142	327.345	4.96	8.2	100	9.44	9.44	81.46	7.46	26.82	2.53	100	16.88	16.88	84.81	14.31	21.11	3.56	100	20.69	20.69	95.47	19.75	50	9.47
VTB1	20LIB06	VTB1	VTB1	2020	Rhône	Tain	Tain	Conventional	Conventional	4.893593	45.058994	Conventional	Herbicide	Grassing	Herbicide	FALSE	Mycelium							347	90	437	97	212	309	254	30	7.8	8.8	15.136	1.07	8.22429906542056	16	128		215.605	260.463	7.44	10.1	93.75	5.25	5.6	82.26	4.32	8.33	0.44	87.5	4.94	5.64	52.15	2.58	8.23	0.41	100	14.13	14.13	63.32	8.94	42.7	6.03
VTB2	20LIB06	VTB2	VTB2	2020	Rhône	Tain	Tain	Conversion	Conversion	4.879991	45.055002	Conversion	Scratching	Scratching	Scratching	FALSE	Mycelium							478	190	668	77	117	194	138	30	7.1	12.2	20.984	1.07	11.4018691588785	69.6	203		143.065	259.992	13.33	7.6	100	7.13	7.13	64.3	4.58	21.05	1.5	93.75	5.25	5.6	63.33	3.33	43.45	2.28	100	14.81	14.81	88.86	13.16	48.52	7.19
VTB3	20LIB06	VTB3	VTB3	2020	Rhône	Tain	Tain	Organic weeded	Organic	4.883459	45.058868	Organic weeded	Scratching	Scratching	Scratching	FALSE	Mycelium							563	141	704	94	118	212	84	0	6.5	9.9	17.028	0.84	11.7857142857143	36.7	135	1106.859	136.214	321.222	4.65	5.7	81.25	11.44	12.92	88.83	5.72	8.25	0.53	93.75	9.31	10.8	90.6	6.63	39.32	2.88	87.5	11.25	13.29	61.72	4.48	17.67	1.28
VTB4	20LIB06	VTB4	VTB4	2020	Rhône	Tain	Tain	Organic grassed	Organic	4.883879	45.060824	Organic grassed	Scratching	Grassing	Grassing	FALSE	Mycelium							543	120	663	85	148	233	104	0	6.9	12.8	22.016	1.37	9.34306569343066	72.3	218	2142.906	207.142	327.345	4.96	8.2	100	9.44	9.44	81.46	7.46	26.82	2.53	100	16.88	16.88	84.81	14.31	21.11	3.56	100	20.69	20.69	95.47	19.75	50	9.47
VV10	20LIB06	VV10	VV10	2020	Bourgogne	Vosne	Vosne	Conversion	Conversion	4.959466	47.161369	Conversion	Scratching	Scratching	Scratching	FALSE	Spores	3354.624	3902.976	3677.184				109	102	211	185	241	426	363	189	8	20.6	35.432	1.94	10.6185567010309	102.9	970		351.2145	1083.771	8.68	17.8	93.75	8.88	9.47	37.11	3.29	3.17	0.28	100	8.44	8.44	64.59	5.45	2.59	0.22	100	7.13	7.13	69.3	4.94	3.51	0.25
VV18	20LIB06	VV18	VV18	2020	Bourgogne	Vosne	Vosne	Organic weeded	Organic	4.958958	47.161064	Organic weeded	Scratching	Scratching	Scratching	FALSE	Spores	4517.376	4716.672	5181.696				92	83	175	175	262	437	388	182	7.9	28.5	49.02	2.55	11.1764705882353	63.9	780		409.448	1324.923	9.3	20.1	100	24.06	24.06	89.74	21.59	26.62	6.41	100	14.13	14.13	63.76	9.01	8.41	1.19	100	15.69	15.69	62.59	9.82	12.15	1.91
VV2	20LIB06	VV2	VV2	2020	Bourgogne	Vosne	Vosne	Conventional	Conventional	4.958467	47.160705	Conventional	Herbicide	Herbicide	Herbicide	FALSE	Spores	3918.072	3519.624	4183.704				40	86	126	197	219	416	458	103	7.8	22.5	38.7	2.08	10.8173076923077	91.5	516		387.8875	737.586	11.16	25	94.12	6.71	7.13	54.39	3.65	34.3	2.3	100	8.94	8.94	89.72	8.02	53.5	4.78	100	6.06	6.06	42.37	2.57	27.32	1.66
VV26	20LIB06	VV26	VV26	2020	Bourgogne	Vosne	Vosne	Organic grassed	Organic	4.958519	47.160868	Organic grassed	Scratching	Grassing	Grassing	FALSE	Spores	7788.312	8377.344	7722.864				54	99	153	240	249	489	358	111	7.9	21.7	37.324	2	10.85	72	509		326.027	841.206	33.48	23.4	100	19.13	19.13	94.44	18.06	58.01	11.09	100	29.44	29.44	86.75	25.54	37.47	11.03	100	29.69	29.69	76.11	22.59	35.89	10.66
VVA1	20LIB06	VVA1	VVA1	2020	Bourgogne	Vosne	Vosne	Conventional	Conventional	4.958467	47.160705	Conventional	Herbicide	Herbicide	Herbicide	FALSE	Roots							40	86	126	197	219	416	458	103	7.8	22.5	38.7	2.08	10.8173076923077	91.5	516		387.8875	737.586	11.16	25	94.12	6.71	7.13	54.39	3.65	34.3	2.3	100	8.94	8.94	89.72	8.02	53.5	4.78	100	6.06	6.06	42.37	2.57	27.32	1.66
VVA2	20LIB06	VVA2	VVA2	2020	Bourgogne	Vosne	Vosne	Conversion	Conversion	4.959466	47.161369	Conversion	Scratching	Scratching	Scratching	FALSE	Roots							109	102	211	185	241	426	363	189	8	20.6	35.432	1.94	10.6185567010309	102.9	970		351.2145	1083.771	8.68	17.8	93.75	8.88	9.47	37.11	3.29	3.17	0.28	100	8.44	8.44	64.59	5.45	2.59	0.22	100	7.13	7.13	69.3	4.94	3.51	0.25
VVA3	20LIB06	VVA3	VVA3	2020	Bourgogne	Vosne	Vosne	Organic weeded	Organic	4.958958	47.161064	Organic weeded	Scratching	Scratching	Scratching	FALSE	Roots							92	83	175	175	262	437	388	182	7.9	28.5	49.02	2.55	11.1764705882353	63.9	780		409.448	1324.923	9.3	20.1	100	24.06	24.06	89.74	21.59	26.62	6.41	100	14.13	14.13	63.76	9.01	8.41	1.19	100	15.69	15.69	62.59	9.82	12.15	1.91
VVA4	20LIB06	VVA4	VVA4	2020	Bourgogne	Vosne	Vosne	Organic grassed	Organic	4.958519	47.160868	Organic grassed	Scratching	Grassing	Grassing	FALSE	Roots							54	99	153	240	249	489	358	111	7.9	21.7	37.324	2	10.85	72	509		326.027	841.206	33.48	23.4	100	19.13	19.13	94.44	18.06	58.01	11.09	100	29.44	29.44	86.75	25.54	37.47	11.03	100	29.69	29.69	76.11	22.59	35.89	10.66
VVB2	20LIB06	VVB2	VVB2	2020	Bourgogne	Vosne	Vosne	Conversion	Conversion	4.959466	47.161369	Conversion	Scratching	Scratching	Scratching	FALSE	Mycelium							109	102	211	185	241	426	363	189	8	20.6	35.432	1.94	10.6185567010309	102.9	970		351.2145	1083.771	8.68	17.8	93.75	8.88	9.47	37.11	3.29	3.17	0.28	100	8.44	8.44	64.59	5.45	2.59	0.22	100	7.13	7.13	69.3	4.94	3.51	0.25
VVB3	20LIB06	VVB3	VVB3	2020	Bourgogne	Vosne	Vosne	Organic weeded	Organic	4.958958	47.161064	Organic weeded	Scratching	Scratching	Scratching	FALSE	Mycelium							92	83	175	175	262	437	388	182	7.9	28.5	49.02	2.55	11.1764705882353	63.9	780		409.448	1324.923	9.3	20.1	100	24.06	24.06	89.74	21.59	26.62	6.41	100	14.13	14.13	63.76	9.01	8.41	1.19	100	15.69	15.69	62.59	9.82	12.15	1.91
VVB4	20LIB06	VVB4	VVB4	2020	Bourgogne	Vosne	Vosne	Organic grassed	Organic	4.958519	47.160868	Organic grassed	Scratching	Grassing	Grassing	FALSE	Mycelium							54	99	153	240	249	489	358	111	7.9	21.7	37.324	2	10.85	72	509		326.027	841.206	33.48	23.4	100	19.13	19.13	94.44	18.06	58.01	11.09	100	29.44	29.44	86.75	25.54	37.47	11.03	100	29.69	29.69	76.11	22.59	35.89	10.66
